GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0019752	3.03636415430167e-12	8.88924632352941	4.24052938319573	23	635	carboxylic acid metabolic process
GO:0043436	1.25726259087374e-11	8.23116438356164	4.54103933948519	23	680	oxoacid metabolic process
GO:0006082	1.50700790704768e-11	8.15016968325792	4.58110733365712	23	686	organic acid metabolic process
GO:0044281	1.04185189879729e-10	6.07737076343718	10.3909664885867	32	1556	small molecule metabolic process
GO:0044710	8.1235022959258e-09	5.0997982674736	19.0256192326372	40	2849	single-organism metabolic process
GO:0006520	1.11407425183405e-07	7.9928181108509	2.12360369111219	13	318	cellular amino acid metabolic process
GO:0005996	4.81596398632679e-07	11.3196746950266	0.988343856240894	9	148	monosaccharide metabolic process
GO:0044282	5.59360153871626e-07	9.49970291146762	1.31556580864497	10	197	small molecule catabolic process
GO:0005975	1.98152146024376e-06	5.33798882681564	3.68625546381739	15	552	carbohydrate metabolic process
GO:0032787	2.23978964278135e-06	7.18727272727273	1.90990772219524	11	286	monocarboxylic acid metabolic process
GO:0046395	4.37181687357726e-06	10.0688360450563	0.961631860126275	8	144	carboxylic acid catabolic process
GO:0016054	4.37181687357726e-06	10.0688360450563	0.961631860126275	8	144	organic acid catabolic process
GO:0044723	4.42618552030242e-06	6.08045604715942	2.47753763963089	12	371	single-organism carbohydrate metabolic process
GO:0046394	9.89258854789443e-06	7.65057544757033	1.42241379310345	9	213	carboxylic acid biosynthetic process
GO:0016053	9.89258854789443e-06	7.65057544757033	1.42241379310345	9	213	organic acid biosynthetic process
GO:0019318	1.00501990361152e-05	10.9010416666667	0.767969888295289	7	115	hexose metabolic process
GO:0046365	1.43455274619787e-05	33.6924664602683	0.153593977659058	4	23	monosaccharide catabolic process
GO:0009063	2.23559966703186e-05	12.2448979591837	0.580985915492958	6	87	cellular amino acid catabolic process
GO:0044283	4.42661027612932e-05	5.60470085470085	2.15031568722681	10	322	small molecule biosynthetic process
GO:0044712	9.25378553306434e-05	3.59966914805625	5.69633317144245	16	853	single-organism catabolic process
GO:1901564	0.000103707414079007	3.25972222222222	7.73980087421078	19	1159	organonitrogen compound metabolic process
GO:0042840	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	D-glucuronate catabolic process
GO:0042839	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	D-glucuronate metabolic process
GO:0019527	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	pentitol catabolic process
GO:0019519	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	pentitol metabolic process
GO:0009450	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	gamma-aminobutyric acid catabolic process
GO:0006064	0.000130806742223401	308.679245283019	0.0200339970859641	2	3	glucuronate catabolic process
GO:0006544	0.000148407999176435	36.2485207100592	0.106847984458475	3	16	glycine metabolic process
GO:0051186	0.000196485057120044	6.63293087121212	1.22207382224381	7	183	cofactor metabolic process
GO:0046364	0.000198199586386216	15.9627450980392	0.293831957260806	4	44	monosaccharide biosynthetic process
GO:0045333	0.000215703868451527	10.3884615384615	0.554273919378339	5	83	cellular respiration
GO:0044724	0.000269015070962263	9.87682926829268	0.580985915492958	5	87	single-organism carbohydrate catabolic process
GO:0006732	0.000382593119851761	7.08442225811188	0.96830985915493	6	145	coenzyme metabolic process
GO:0009056	0.000405215245307173	2.83094198378041	9.30913064594463	20	1394	catabolic process
GO:0009448	0.000432290930920933	102.867924528302	0.0333899951432734	2	5	gamma-aminobutyric acid metabolic process
GO:0008152	0.000456603613718905	3.98700632586767	39.393516270034	50	5899	metabolic process
GO:0042364	0.000516468293334021	22.4175824175824	0.160271976687712	3	24	water-soluble vitamin biosynthetic process
GO:0009060	0.000578032687941803	11.8039215686275	0.387323943661972	4	58	aerobic respiration
GO:0016051	0.00058785820737338	8.24795918367347	0.687833899951433	5	103	carbohydrate biosynthetic process
GO:0044711	0.000614920101232726	3.19462797159617	5.36911121903837	14	804	single-organism biosynthetic process
GO:0072329	0.000617017235911409	11.5878787878788	0.394001942690626	4	59	monocarboxylic acid catabolic process
GO:0006591	0.00064565760198532	77.1415094339623	0.0400679941719281	2	6	ornithine metabolic process
GO:0009110	0.000657207032533189	20.4632107023411	0.173627974745022	3	26	vitamin biosynthetic process
GO:0019400	0.000735873710776118	19.6081730769231	0.180305973773677	3	27	alditol metabolic process
GO:1901605	0.00078418709161291	6.13852040816327	1.10854783875668	6	166	alpha-amino acid metabolic process
GO:0006766	0.000791758463255692	10.7969425058159	0.420713938805245	4	63	vitamin metabolic process
GO:0042732	0.000900048746961287	61.7056603773585	0.0467459932005828	2	7	D-xylose metabolic process
GO:0001746	0.000900048746961287	61.7056603773585	0.0467459932005828	2	7	Bolwig's organ morphogenesis
